,Date,Revenue,Day of Week,Day of Month,Month,Year,1st Floor Sales,To Go Sales,Mezz Sales
532,2/9/2022,"4,048.65", Wednesday,9,2,22," 1,435.56", 386.50, 814.34
533,2/10/2022,"3,344.60", Thursday,10,2,22," 1,196.75", 313.00, 615.50
534,2/11/2022,"10,383.20", Friday,11,2,22," 1,029.00", 272.50," 1,121.50"
535,2/12/2022,"6,834.66", Saturday,12,2,22," 3,255.50"," 1,158.00"," 1,491.99"
536,2/15/2022,"4,050.51", Tuesday,15,2,22," 2,792.50", 755.75," 2,085.75"
537,2/16/2022,"5,593.41", Wednesday,16,2,22," 1,559.61", 279.00," 1,139.58"
538,2/17/2022,"5,540.60", Thursday,17,2,22," 1,341.50", 401.00, 514.75
539,2/18/2022,"7,797.21", Friday,18,2,22," 1,821.50", 150.50," 1,722.75"
540,2/19/2022,"9,613.15", Saturday,19,2,22," 3,548.00", 572.75," 1,836.50"
541,2/20/2022,0.00, Sunday,20,2,22," 2,365.25", 381.00," 1,227.50"
542,2/22/2022,"4,805.13", Tuesday,22,2,22," 1,992.68", 322.50," 1,109.87"
543,2/23/2022,"3,144.67", Wednesday,23,2,22," 1,009.50", 423.75, 867.96
544,2/24/2022,"3,727.98", Thursday,24,2,22," 2,740.80", 63.00," 1,627.43"
545,2/25/2022,"9,603.54", Friday,25,2,22," 4,656.25"," 1,153.25"," 4,398.76"
546,2/26/2022,"11,140.35", Saturday,26,2,22," 5,180.50"," 1,122.50"," 4,582.25"
547,2/27/2022,-4.90, Sunday,27,2,22," 1,666.64", 290.49, 894.89
548,3/1/2022,"5,713.42", Tuesday,1,3,22," 1,306.60", 268.25," 1,124.50"
549,3/2/2022,"4,817.68", Wednesday,2,3,22," 1,960.37", 115.00," 1,041.50"
550,3/3/2022,"7,468.29", Thursday,3,3,22," 2,023.25", 698.75, 633.50
551,3/4/2022,"13,126.31", Friday,4,3,22," 2,002.35", 345.50," 1,206.00"
552,3/5/2022,"10,636.17", Saturday,5,3,22," 1,661.21", 411.25," 1,902.80"
553,3/7/2022,0.00, Monday,7,3,22, 707.50, 331.75, 598.84
554,3/8/2022,"4,380.75", Tuesday,8,3,22," 1,079.00", 317.00," 1,551.00"
555,3/9/2022,"3,694.15", Wednesday,9,3,22," 2,304.90", 293.25," 1,143.75"
556,3/10/2022,"4,595.96", Thursday,10,3,22," 5,553.75", 365.25," 5,646.75"
557,3/11/2022,"4,872.90", Friday,11,3,22,-24.00,-289.50,-48.00
558,3/12/2022,"9,462.31", Saturday,12,3,22," 1,132.76", 384.50," 1,180.03"
559,3/15/2022,"3,879.94", Tuesday,15,3,22, 986.50, 369.75, 626.50
560,3/16/2022,"3,235.03", Wednesday,16,3,22, 643.00, 261.62, 77.75
561,3/17/2022,"2,563.68", Thursday,17,3,22," 3,121.25"," 1,373.25"," 1,122.00"
562,3/18/2022,"2,918.47", Friday,18,3,22," 2,386.25", 842.00," 2,224.25"
563,3/19/2022,"6,597.13", Saturday,19,3,22," 1,511.11", 547.50, 897.41
564,3/22/2022,"3,477.47", Tuesday,22,3,22," 1,009.04", 635.50," 1,035.50"
565,3/23/2022,"3,010.27", Wednesday,23,3,22," 1,204.00", 308.00," 1,178.00"
566,3/24/2022,"5,600.25", Thursday,24,3,22," 2,734.25", 427.25," 2,282.75"
567,3/25/2022,"11,937.91", Friday,25,3,22," 3,425.50"," 1,331.25"," 1,767.75"
568,3/26/2022,"15,865.52", Saturday,26,3,22," 2,185.20", 426.75, 917.58
569,3/27/2022,0.00, Sunday,27,3,22," 1,974.25", 171.50," 1,089.50"
570,3/28/2022,0.00, Monday,28,3,22," 2,074.75", 286.00," 1,228.75"
571,3/29/2022,"4,115.20", Tuesday,29,3,22," 5,062.00", 576.50," 4,120.50"
572,3/30/2022,"2,957.87", Wednesday,30,3,22," 4,091.75", 914.25," 3,919.25"
573,3/31/2022,"6,565.60", Thursday,31,3,22, 995.06, 147.00, 564.13
574,4/1/2022,"11,408.02", Friday,1,4,22, 558.50, 340.25, 573.25
575,4/2/2022,"11,683.36", Saturday,2,4,22," 1,006.75", 99.00, 593.50
576,4/5/2022,"7,023.48", Tuesday,5,4,22," 1,247.75", 303.62, 312.00
577,4/6/2022,"3,214.73", Wednesday,6,4,22," 1,889.00", 516.80," 1,179.50"
578,4/7/2022,"6,679.30", Thursday,7,4,22," 1,483.57", 195.75, 993.66
579,4/8/2022,"20,269.74", Friday,8,4,22," 1,036.00", 560.50, 799.00
580,4/9/2022,"29,360.00", Saturday,9,4,22, 627.50, 262.70, 199.00
581,4/12/2022,"3,983.50", Tuesday,12,4,22, 894.25, 800.75, 844.54
582,4/13/2022,"4,137.31", Wednesday,13,4,22, 697.50, 574.50, 550.00
583,4/14/2022,"7,330.84", Thursday,14,4,22, 736.61, 477.00, 871.83
584,4/15/2022,"8,992.67", Friday,15,4,22, 951.50, 490.25," 1,543.00"
585,4/16/2022,"14,470.54", Saturday,16,4,22, 669.25, 237.50, 235.00
586,4/19/2022,"5,384.54", Tuesday,19,4,22, 769.25, 447.50, 389.00
587,4/20/2022,"5,204.03", Wednesday,20,4,22," 1,725.65", 394.75, 701.10
588,4/21/2022,"6,669.42", Thursday,21,4,22, 618.39, 367.00, 579.38
589,4/22/2022,"6,836.86", Friday,22,4,22, 843.00, 294.00, 404.50
590,4/23/2022,"15,397.78", Saturday,23,4,22, 641.30, 277.75, 244.00
591,4/24/2022,"4,930.94", Sunday,24,4,22," 1,717.25", 587.25, 791.00
592,4/26/2022,"5,469.43", Tuesday,26,4,22," 1,268.00", 662.25," 1,710.00"
593,4/27/2022,"3,180.45", Wednesday,27,4,22, 744.19, 299.25, 739.49
594,4/28/2022,"3,694.39", Thursday,28,4,22, 409.00, 443.75, 76.00
595,4/29/2022,"12,785.71", Friday,29,4,22," 1,243.50", 192.00, 260.50
596,4/30/2022,"11,930.36", Saturday,30,4,22," 1,761.50", 497.75," 1,639.25"
597,5/3/2022,"6,285.65", Tuesday,3,5,22,"ivery

 Total

 1,794.00", 603.50, 59.75
598,5/4/2022,"3,421.38", Wednesday,4,5,22, 837.07, 254.75, 198.23
599,5/5/2022,"7,853.66", Thursday,5,5,22, 559.00, 373.50, 398.25
600,5/6/2022,"12,778.45", Friday,6,5,22, 634.25, 234.75, 501.75
601,5/7/2022,"13,794.69", Saturday,7,5,22,"ivery

 Total

 1,071.00", 582.25, 525.40
602,5/10/2022,"6,494.40", Tuesday,10,5,22," 1,676.50", 716.75," 1,108.75"
603,5/11/2022,"6,969.76", Wednesday,11,5,22, 875.14, 214.75, 478.48
604,5/12/2022,"8,314.82", Thursday,12,5,22, 466.50, 282.00, 76.00
605,5/13/2022,"20,731.50", Friday,13,5,22, 449.37, 145.25, 368.00
606,5/14/2022,"25,468.27", Saturday,14,5,22, 808.50, 541.25, 600.50
607,5/17/2022,"4,326.21", Tuesday,17,5,22,"ivery

 Total

 838.77", 237.75, 869.00
608,5/18/2022,"3,932.87", Wednesday,18,5,22, 568.18, 247.00, 455.11
609,5/19/2022,"3,280.21", Thursday,19,5,22, 677.50, 347.50, 470.50
610,5/20/2022,"5,540.61", Friday,20,5,22, 812.50, 211.75, 433.50
611,5/21/2022,"4,995.62", Saturday,21,5,22," 2,101.50", 794.25, 694.50
612,5/24/2022,"3,807.05", Tuesday,24,5,22," 1,501.50", 670.87, 495.50
613,5/25/2022,"3,277.19", Wednesday,25,5,22," 1,088.81", 180.00, 413.91
614,5/26/2022,"3,264.50", Thursday,26,5,22, 305.75, 332.50, 130.50
615,5/27/2022,"7,047.56", Friday,27,5,22, 856.00, 42.00, 608.50
616,5/28/2022,"4,639.28", Saturday,28,5,22," 1,610.75", 668.25, 805.25
617,5/31/2022,"3,990.45", Tuesday,31,5,22," 1,735.00", 550.25, 284.00
618,6/1/2022,"4,204.91", Wednesday,1,6,22, 870.32, 395.11, 623.94
619,6/2/2022,"3,266.95", Thursday,2,6,22, 643.75, 271.00, 37.00
620,6/3/2022,"5,489.40", Friday,3,6,22, 664.75, 234.75, 197.25
621,6/4/2022,"7,748.77", Saturday,4,6,22,"ivery

 Total

 2,457.75", 724.75," 1,179.00"
622,6/7/2022,"4,093.41", Tuesday,7,6,22," 1,585.87", 719.25, 656.75
623,6/8/2022,"3,177.82", Wednesday,8,6,22, 718.95, 461.50, 638.87
624,6/9/2022,"3,240.26", Thursday,9,6,22, 318.75, 317.75, 221.00
625,6/10/2022,"6,984.56", Friday,10,6,22, 936.25, 176.00, 552.00
626,6/11/2022,"6,091.60", Saturday,11,6,22," 1,718.86", 558.25, 785.75
627,6/14/2022,"3,796.92", Tuesday,14,6,22," 1,551.62", 755.50, 892.00
628,6/15/2022,"3,202.55", Wednesday,15,6,22,0.00,100.00%,
629,6/16/2022,"5,535.56", Thursday,16,6,22," 1,139.67", 449.50, 379.91
630,6/17/2022,"7,534.42", Friday,17,6,22," 1,012.78", 258.50, 714.25
631,6/18/2022,"6,661.26", Saturday,18,6,22, 718.75, 388.62, 417.50
632,6/20/2022,0.00, Monday,20,6,22," 2,242.75", 523.50," 1,154.25"
633,6/21/2022,"3,842.92", Tuesday,21,6,22," 1,993.10", 993.75," 1,362.25"
634,6/22/2022,"2,945.61", Wednesday,22,6,22,"Change Grand Ttl
Grand Total
Training Total

0
0

0.00",0.00,0.00
635,6/23/2022,"3,113.30", Thursday,23,6,22, 789.41, 264.12, 580.63
636,6/24/2022,"5,156.91", Friday,24,6,22," 1,399.00"," 1,282.25"," 1,350.75"
637,6/25/2022,"6,184.52", Saturday,25,6,22," 1,025.50", 307.62, 737.00
638,6/28/2022,"4,173.48", Tuesday,28,6,22," 2,153.79", 866.50, 813.25
639,6/29/2022,"2,421.97", Wednesday,29,6,22," 2,980.68", 598.50, 986.67
640,6/30/2022,"2,218.84", Thursday,30,6,22," 1,538.34", 429.25," 1,011.02"
641,7/1/2022,"3,887.69", Friday,1,7,22,"ivery

 Total

 931.86", 591.87," 1,211.50"
642,7/2/2022,"2,690.96", Saturday,2,7,22, 899.75, 571.75, 486.00
643,7/5/2022,"2,644.78", Tuesday,5,7,22," 2,667.37"," 1,097.25"," 1,565.00"
644,7/6/2022,"2,658.66", Wednesday,6,7,22," 2,417.75"," 1,202.50"," 1,237.50"
645,7/7/2022,"3,208.06", Thursday,7,7,22," 1,244.02", 354.75, 739.77
646,7/8/2022,"6,609.93", Friday,8,7,22," 1,003.25", 535.00, 302.25
647,7/9/2022,"5,155.05", Saturday,9,7,22, 859.00, 463.87, 807.50
648,7/12/2022,"3,627.11", Tuesday,12,7,22," 2,908.54", 819.25," 1,160.75"
649,7/13/2022,"2,320.68", Wednesday,13,7,22," 3,689.80"," 1,047.00"," 1,219.00"
650,7/14/2022,"2,820.47", Thursday,14,7,22, 614.83, 370.37, 465.09
651,7/15/2022,"6,646.79", Friday,15,7,22, 707.50, 630.50, 248.75
652,7/16/2022,"5,470.02", Saturday,16,7,22,"ivery

 Total

 1,583.86", 705.25, 668.00
653,7/19/2022,"3,642.48", Tuesday,19,7,22," 3,127.75", 533.00," 1,570.73"
654,7/20/2022,"2,121.32", Wednesday,20,7,22," 5,455.25", 41.50," 3,723.25"
655,7/21/2022,"2,380.40", Thursday,21,7,22, 712.89, 271.25, 771.60
656,7/22/2022,"7,312.98", Friday,22,7,22, 987.00, 305.00, 189.00
657,7/23/2022,"5,126.80", Saturday,23,7,22,"ivery

 Total

 799.00", 444.00," 1,108.50"
658,7/25/2022,0.00, Monday,25,7,22," 2,920.74", 856.25," 1,141.00"
659,7/26/2022,"3,548.74", Tuesday,26,7,22," 5,444.68", 157.00," 3,261.00"
660,7/27/2022,"1,709.79", Wednesday,27,7,22, 566.88, 406.00, 436.90
661,7/28/2022,"2,271.02", Thursday,28,7,22," 1,303.00", 591.00, 908.50
662,7/29/2022,"6,294.96", Friday,29,7,22, 965.48, 679.00, 435.25
663,7/30/2022,"10,733.58", Saturday,30,7,22," 2,603.05", 559.25, 815.75
664,7/31/2022,8.70, Sunday,31,7,22," 2,368.75", 703.00," 1,912.20"
665,8/1/2022,0.00, Monday,1,8,22, 848.58, 311.50, 504.16
666,8/2/2022,"4,175.47", Tuesday,2,8,22, 550.35, 312.50, 58.00
667,8/3/2022,"2,961.10", Wednesday,3,8,22," 1,182.25", 511.00, 901.25
668,8/4/2022,"3,550.83", Thursday,4,8,22," 6,117.30"," 1,034.75"," 4,444.00"
669,8/5/2022,"6,823.50", Friday,5,8,22,"ivery

 Total

 15,292.86", 472.00," 6,084.00"
670,8/6/2022,"7,575.67", Saturday,6,8,22," 1,143.07", 606.25, 767.95
671,8/7/2022,0.00, Sunday,7,8,22," 1,115.40", 479.00, 502.50
672,8/8/2022,198.82, Monday,8,8,22, 544.00, 537.25," 1,065.75"
673,8/9/2022,"4,805.49", Tuesday,9,8,22," 2,878.86", 802.00, 880.25
674,8/10/2022,"6,469.09", Wednesday,10,8,22," 2,050.11"," 1,717.00", 318.50
675,8/11/2022,"4,861.28", Thursday,11,8,22, 673.69, 412.00, 0.00
676,8/12/2022,"8,592.37", Friday,12,8,22, 435.25, 471.00, 141.50
677,8/13/2022,"7,759.49", Saturday,13,8,22, 721.49, 807.00, 190.50
678,8/16/2022,"5,933.66", Tuesday,16,8,22," 1,463.50", 715.75, 508.00
679,8/17/2022,"5,553.25", Wednesday,17,8,22," 1,309.05", 844.50, 396.50
680,8/18/2022,"4,937.83", Thursday,18,8,22, 657.66, 518.00, 271.48
681,8/19/2022,"11,105.46", Friday,19,8,22, 945.12, 135.25, 584.00
682,8/20/2022,"9,689.26", Saturday,20,8,22," 1,408.25", 568.50," 1,118.50"
683,8/21/2022,0.00, Sunday,21,8,22," 3,113.75", 553.00," 2,194.08"
684,8/23/2022,"5,389.18", Tuesday,23,8,22," 5,704.95", 60.00," 5,491.75"
685,8/24/2022,"4,932.66", Wednesday,24,8,22," 1,087.99", 589.50," 1,189.56"
686,8/25/2022,"4,657.63", Thursday,25,8,22," 1,372.25", 402.50, 345.00
687,8/26/2022,"10,813.51", Friday,26,8,22, 817.25, 335.75, 186.25
688,8/27/2022,"13,496.56", Saturday,27,8,22," 2,532.97"," 1,115.75", 779.50
689,8/28/2022,0.00, Sunday,28,8,22,"ivery

 Total

 2,263.25", 971.75," 1,553.58"
690,8/30/2022,"3,757.63", Tuesday,30,8,22," 1,503.02", 735.25, 759.28
691,8/31/2022,"4,007.69", Wednesday,31,8,22," 1,306.25", 339.50, 223.00
692,9/1/2022,"6,131.72", Thursday,1,9,22," 1,189.50", 370.75, 374.25
693,9/2/2022,"12,928.63", Friday,2,9,22," 2,452.10", 861.50," 1,248.25"
694,9/3/2022,"26,243.07", Saturday,3,9,22," 2,404.50", 691.75, 693.75
695,9/5/2022,0.00, Monday,5,9,22, 634.10, 488.75, 298.42
696,9/6/2022,"4,704.44", Tuesday,6,9,22," 1,207.50", 580.00, 500.82
697,9/7/2022,"3,179.52", Wednesday,7,9,22, 866.25, 520.25, 590.50
698,9/8/2022,"5,201.58", Thursday,8,9,22," 4,801.09"," 1,113.50"," 4,026.86"
699,9/9/2022,"11,154.30", Friday,9,9,22,"ivery

 Total

 7,782.50", 259.00," 7,432.75"
700,9/10/2022,"24,257.47", Saturday,10,9,22," 1,165.85", 516.75, 747.01
701,9/11/2022,0.00, Sunday,11,9,22, 998.99, 302.25, 784.50
702,9/13/2022,"3,678.37", Tuesday,13,9,22," 1,645.46", 680.00, 786.50
703,9/14/2022,"6,545.97", Wednesday,14,9,22," 2,590.75"," 1,075.25"," 1,067.75"
704,9/15/2022,"4,481.49", Thursday,15,9,22,"ivery

 Total

 3,332.49"," 1,015.75"," 1,958.75"
705,9/16/2022,"7,748.79", Friday,16,9,22," 2,145.80", 222.75, 738.81
706,9/17/2022,"10,590.24", Saturday,17,9,22," 1,205.00", 501.25, 593.36
707,9/19/2022,0.00, Monday,19,9,22," 1,456.75", 449.25," 1,257.49"
708,9/20/2022,"3,689.62", Tuesday,20,9,22,"ivery

 Total

 5,481.50"," 1,028.25"," 3,045.25"
709,9/21/2022,"2,339.27", Wednesday,21,9,22," 8,750.75", 95.00," 6,218.60"
710,9/22/2022,"5,934.30", Thursday,22,9,22,-8.00, 0.00,-144.00
711,9/23/2022,"28,823.31", Friday,23,9,22," 1,487.57", 379.00, 668.42
712,9/24/2022,"48,774.95", Saturday,24,9,22, 483.50, 263.50, 29.00
713,9/27/2022,"4,962.28", Tuesday,27,9,22," 1,515.59", 525.75, 626.00
714,9/28/2022,"4,624.83", Wednesday,28,9,22," 1,213.00"," 1,069.25", 310.00
715,9/29/2022,"4,749.87", Thursday,29,9,22," 1,510.77", 609.75," 1,044.82"
716,9/30/2022,"11,169.77", Friday,30,9,22, 827.00, 379.50, 81.00
717,10/1/2022,"9,722.38", Saturday,1,10,22," 2,025.75", 475.75, 358.50
718,10/2/2022,0.00, Sunday,2,10,22," 3,739.51", 869.89," 1,488.75"
719,10/4/2022,"4,028.97", Tuesday,4,10,22,"ivery

 Total

 3,291.98"," 1,043.50"," 2,421.00"
720,10/5/2022,"2,434.87", Wednesday,5,10,22,"ivery

 Total

 1,739.77", 439.75," 1,109.89"
721,10/6/2022,"3,550.63", Thursday,6,10,22," 1,073.74", 598.25, 346.50
722,10/7/2022,"3,352.05", Friday,7,10,22," 1,893.25", 376.50," 1,209.50"
723,10/8/2022,"3,250.98", Saturday,8,10,22," 3,667.11"," 1,223.50"," 2,069.25"
724,10/11/2022,"3,750.86", Tuesday,11,10,22," 2,522.75"," 1,225.00"," 1,745.70"
725,10/12/2022,"3,141.32", Wednesday,12,10,22," 1,665.79", 283.50," 1,361.38"
726,10/13/2022,"6,111.07", Thursday,13,10,22," 1,639.65", 931.50, 629.00
727,10/14/2022,"18,793.70", Friday,14,10,22," 2,777.50", 813.50," 1,586.00"
728,10/15/2022,"29,226.63", Saturday,15,10,22," 2,677.00", 873.50," 2,714.00"
729,10/16/2022,0.00, Sunday,16,10,22," 3,253.24", 997.00," 3,905.25"
730,10/18/2022,"3,847.17", Tuesday,18,10,22," 1,006.28", 243.75, 583.64
731,10/19/2022,"3,123.59", Wednesday,19,10,22, 524.70, 359.00, 333.00
732,10/20/2022,"3,564.72", Thursday,20,10,22, 403.00, 449.75, 146.00
733,10/21/2022,"9,088.33", Friday,21,10,22, 808.00, 848.00, 316.25
734,10/22/2022,"9,719.41", Saturday,22,10,22, 880.57, 363.25, 577.74
735,10/25/2022,"5,080.15", Tuesday,25,10,22, 619.50, 605.00, 58.00
736,10/26/2022,"3,349.25", Wednesday,26,10,22, 501.25, 295.00, 281.50
737,10/27/2022,"3,297.03", Thursday,27,10,22," 2,324.25", 420.75," 1,171.14"
738,10/28/2022,"7,137.32", Friday,28,10,22," 2,022.37", 900.75," 1,901.25"
739,10/29/2022,"7,230.23", Saturday,29,10,22, 940.90, 532.50, 153.22
740,10/30/2022,0.00, Sunday,30,10,22, 666.50, 168.75, 292.10
741,11/1/2022,"3,268.75", Tuesday,1,11,22, 891.50, 209.25, 32.00
742,11/2/2022,"3,544.72", Wednesday,2,11,22," 1,861.39", 787.75, 223.50
743,11/3/2022,"3,714.93", Thursday,3,11,22," 1,874.25"," 1,241.25", 757.75
744,11/4/2022,"14,361.31", Friday,4,11,22, 805.59, 398.49, 543.95
745,11/5/2022,"43,619.24", Saturday,5,11,22, 697.25, 236.50, 694.00
746,11/6/2022,0.00, Sunday,6,11,22," 1,370.50", 308.75, 244.50
747,11/8/2022,"4,838.54", Tuesday,8,11,22," 2,963.09"," 1,226.25", 960.75
748,11/9/2022,"5,111.72", Wednesday,9,11,22," 3,449.25", 761.00," 2,122.50"
749,11/10/2022,"4,026.91", Thursday,10,11,22," 1,408.76", 316.75," 1,064.41"
750,11/11/2022,"7,289.45", Friday,11,11,22," 1,141.50", 417.25, 637.25
751,11/12/2022,"9,436.48", Saturday,12,11,22," 1,343.50", 362.50, 535.00
752,11/13/2022,0.00, Sunday,13,11,22," 3,293.24", 699.25," 2,300.01"
753,11/15/2022,"4,697.02", Tuesday,15,11,22," 3,800.36", 804.50," 1,764.25"
754,11/16/2022,"3,086.49", Wednesday,16,11,22," 1,197.01", 370.50, 918.40
755,11/17/2022,"4,305.59", Thursday,17,11,22, 773.25, 545.00, 395.75
756,11/18/2022,"15,057.99", Friday,18,11,22," 1,073.00", 513.25, 798.50
757,11/19/2022,"40,960.88", Saturday,19,11,22," 2,994.25", 828.75," 2,351.00"
758,11/20/2022,0.00, Sunday,20,11,22," 3,755.50", 820.50," 3,820.11"
759,11/21/2022,-126.52, Monday,21,11,22,,,
760,11/22/2022,"3,396.80", Tuesday,22,11,22,,,
761,11/23/2022,946.20, Wednesday,23,11,22,,,
762,11/25/2022,"3,427.72", Friday,25,11,22,,,
763,11/26/2022,"3,392.73", Saturday,26,11,22,,,
764,11/27/2022,0.00, Sunday,27,11,22,,,
765,11/28/2022,0.00, Monday,28,11,22,,,
766,11/29/2022,"4,270.23", Tuesday,29,11,22,,,
767,11/30/2022,"1,603.43", Wednesday,30,11,22,,,
768,12/1/2022,"4,610.44", Thursday,1,12,22,,,
769,12/2/2022,"10,534.76", Friday,2,12,22,,,
770,12/3/2022,"9,166.81", Saturday,3,12,22,,,
771,12/4/2022,0.00, Sunday,4,12,22,,,
772,12/6/2022,"4,347.08", Tuesday,6,12,22,,,
773,12/7/2022,"2,633.03", Wednesday,7,12,22,,,
774,12/8/2022,"5,313.34", Thursday,8,12,22,,,
775,12/9/2022,"11,378.89", Friday,9,12,22,,,
776,12/10/2022,"7,401.16", Saturday,10,12,22,,,
777,12/11/2022,0.00, Sunday,11,12,22,,,
778,12/13/2022,"4,457.70", Tuesday,13,12,22,,,
779,12/14/2022,"4,034.95", Wednesday,14,12,22,,,
780,12/15/2022,"6,650.45", Thursday,15,12,22,,,
781,12/16/2022,"12,216.92", Friday,16,12,22,,,
782,12/17/2022,"14,786.88", Saturday,17,12,22,,,
783,12/19/2022,0.00, Monday,19,12,22,,,
784,12/20/2022,"2,326.08", Tuesday,20,12,22,,,
785,12/21/2022,"1,469.58", Wednesday,21,12,22,,,
786,12/22/2022,"1,255.99", Thursday,22,12,22,,,
787,12/23/2022,"2,474.66", Friday,23,12,22,,,
788,12/27/2022,"2,255.05", Tuesday,27,12,22,,,
789,12/28/2022,"1,621.48", Wednesday,28,12,22,,,
790,12/29/2022,"1,355.14", Thursday,29,12,22,,,
791,12/30/2022,"5,115.48", Friday,30,12,22,,,
792,12/31/2022,"7,240.30", Saturday,31,12,22,,,
793,1/3/2023,"2,076.34", Tuesday,3,1,23,,,
794,1/4/2023,"1,428.59", Wednesday,4,1,23,,,
795,1/5/2023,"1,457.41", Thursday,5,1,23,,,
796,1/6/2023,"3,575.10", Friday,6,1,23,,,
797,1/7/2023,"5,973.09", Saturday,7,1,23,,,
798,1/9/2023,0.00, Monday,9,1,23,,,
799,1/10/2023,"2,832.82", Tuesday,10,1,23,,,
800,1/11/2023,"2,296.40", Wednesday,11,1,23,,,
801,1/12/2023,"2,477.86", Thursday,12,1,23,,,
802,1/13/2023,"7,374.30", Friday,13,1,23,,,
803,1/14/2023,"8,409.61", Saturday,14,1,23,,,
804,1/15/2023,0.00, Sunday,15,1,23,,,
805,1/16/2023,26.28, Monday,16,1,23,,,
806,1/17/2023,"8,484.86", Tuesday,17,1,23,,,
807,1/18/2023,"2,808.32", Wednesday,18,1,23,,,
808,1/19/2023,"2,920.55", Thursday,19,1,23,,,
809,1/20/2023,"11,609.40", Friday,20,1,23,,,
810,1/21/2023,"9,417.44", Saturday,21,1,23,,,
811,1/23/2023,0.00, Monday,23,1,23,,,
812,1/24/2023,"3,938.70", Tuesday,24,1,23,,,
813,1/25/2023,"2,193.60", Wednesday,25,1,23,,,
814,1/26/2023,"3,180.50", Thursday,26,1,23,,,
815,1/27/2023,"9,317.15", Friday,27,1,23,,,
816,1/28/2023,"14,905.21", Saturday,28,1,23,,,
