Date,Revenue,Day of Week,Day of Month,Month,Year,One_Day_Prior_Revenue,Two_Days_Prior_Revenue,Three_Days_Prior_Revenue,Four_Days_Prior_Revenue,Five_Days_Prior_Revenue,Six_Days_Prior_Revenue,Seven_Days_Prior_Revenue,Seven_Days_Prior_Summed_Revenue
8/21/2021,8787.43,Saturday,21,8,2021,6974.76,4418.81,5005.8,4231.08,0,9790.04,7955.66,38376.15
8/22/2021,3689.84,Sunday,22,8,2021,8787.43,6974.76,4418.81,5005.8,4231.08,0,9790.04,39207.92
8/23/2021,0,Monday,23,8,2021,3689.84,8787.43,6974.76,4418.81,5005.8,4231.08,0,33107.72
8/24/2021,6551.15,Tuesday,24,8,2021,0,3689.84,8787.43,6974.76,4418.81,5005.8,4231.08,33107.72
8/25/2021,2798.1,Wednesday,25,8,2021,6551.15,0,3689.84,8787.43,6974.76,4418.81,5005.8,35427.79
8/26/2021,3175.43,Thursday,26,8,2021,2798.1,6551.15,0,3689.84,8787.43,6974.76,4418.81,33220.09
8/27/2021,9738.38,Friday,27,8,2021,3175.43,2798.1,6551.15,0,3689.84,8787.43,6974.76,31976.71
8/28/2021,10045.58,Saturday,28,8,2021,9738.38,3175.43,2798.1,6551.15,0,3689.84,8787.43,34740.33
8/31/2021,5433.75,Tuesday,31,8,2021,10045.58,9738.38,3175.43,2798.1,6551.15,0,3689.84,35998.48
9/1/2021,4275.76,Wednesday,1,9,2021,5433.75,10045.58,9738.38,3175.43,2798.1,6551.15,0,37742.39
9/2/2021,5762.76,Thursday,2,9,2021,4275.76,5433.75,10045.58,9738.38,3175.43,2798.1,6551.15,42018.15
9/3/2021,9734.92,Friday,3,9,2021,5762.76,4275.76,5433.75,10045.58,9738.38,3175.43,2798.1,41229.76
9/4/2021,12898.76,Saturday,4,9,2021,9734.92,5762.76,4275.76,5433.75,10045.58,9738.38,3175.43,48166.58
9/7/2021,3559.06,Tuesday,7,9,2021,12898.76,9734.92,5762.76,4275.76,5433.75,10045.58,9738.38,57889.91
9/8/2021,4030.55,Wednesday,8,9,2021,3559.06,12898.76,9734.92,5762.76,4275.76,5433.75,10045.58,51710.59
9/9/2021,4977.4,Thursday,9,9,2021,4030.55,3559.06,12898.76,9734.92,5762.76,4275.76,5433.75,45695.56
9/10/2021,10381.22,Friday,10,9,2021,4977.4,4030.55,3559.06,12898.76,9734.92,5762.76,4275.76,45239.21
9/11/2021,19960.96,Saturday,11,9,2021,10381.22,4977.4,4030.55,3559.06,12898.76,9734.92,5762.76,51344.67
9/14/2021,4902.16,Tuesday,14,9,2021,19960.96,10381.22,4977.4,4030.55,3559.06,12898.76,9734.92,65542.87
9/15/2021,3665.75,Wednesday,15,9,2021,4902.16,19960.96,10381.22,4977.4,4030.55,3559.06,12898.76,60710.11
9/16/2021,6437.4,Thursday,16,9,2021,3665.75,4902.16,19960.96,10381.22,4977.4,4030.55,3559.06,51477.1
9/17/2021,19392.9,Friday,17,9,2021,6437.4,3665.75,4902.16,19960.96,10381.22,4977.4,4030.55,54355.44
9/18/2021,31994.18,Saturday,18,9,2021,19392.9,6437.4,3665.75,4902.16,19960.96,10381.22,4977.4,69717.79
9/21/2021,4625.09,Tuesday,21,9,2021,31994.18,19392.9,6437.4,3665.75,4902.16,19960.96,10381.22,96734.57
9/22/2021,3338.79,Wednesday,22,9,2021,4625.09,31994.18,19392.9,6437.4,3665.75,4902.16,19960.96,90978.44
9/23/2021,8111.88,Thursday,23,9,2021,3338.79,4625.09,31994.18,19392.9,6437.4,3665.75,4902.16,74356.27
9/24/2021,26241.48,Friday,24,9,2021,8111.88,3338.79,4625.09,31994.18,19392.9,6437.4,3665.75,77565.99
9/25/2021,37810.21,Saturday,25,9,2021,26241.48,8111.88,3338.79,4625.09,31994.18,19392.9,6437.4,100141.72
9/26/2021,22.01,Sunday,26,9,2021,37810.21,26241.48,8111.88,3338.79,4625.09,31994.18,19392.9,131514.53
9/28/2021,4765.36,Tuesday,28,9,2021,22.01,37810.21,26241.48,8111.88,3338.79,4625.09,31994.18,112143.64
9/29/2021,5090.85,Wednesday,29,9,2021,4765.36,22.01,37810.21,26241.48,8111.88,3338.79,4625.09,84914.82
9/30/2021,4119.62,Thursday,30,9,2021,5090.85,4765.36,22.01,37810.21,26241.48,8111.88,3338.79,85380.58
10/1/2021,11853.27,Friday,1,10,2021,4119.62,5090.85,4765.36,22.01,37810.21,26241.48,8111.88,86161.41
10/2/2021,10075.01,Saturday,2,10,2021,11853.27,4119.62,5090.85,4765.36,22.01,37810.21,26241.48,89902.8
10/3/2021,0,Sunday,3,10,2021,10075.01,11853.27,4119.62,5090.85,4765.36,22.01,37810.21,73736.33
10/5/2021,4694.9,Tuesday,5,10,2021,0,10075.01,11853.27,4119.62,5090.85,4765.36,22.01,35926.12
10/6/2021,3655.73,Wednesday,6,10,2021,4694.9,0,10075.01,11853.27,4119.62,5090.85,4765.36,40599.01
10/7/2021,2379.52,Thursday,7,10,2021,3655.73,4694.9,0,10075.01,11853.27,4119.62,5090.85,39489.38
10/8/2021,4210.56,Friday,8,10,2021,2379.52,3655.73,4694.9,0,10075.01,11853.27,4119.62,36778.05
10/9/2021,5915.17,Saturday,9,10,2021,4210.56,2379.52,3655.73,4694.9,0,10075.01,11853.27,36868.99
10/11/2021,0,Monday,11,10,2021,5915.17,4210.56,2379.52,3655.73,4694.9,0,10075.01,30930.89
10/12/2021,3804.38,Tuesday,12,10,2021,0,5915.17,4210.56,2379.52,3655.73,4694.9,0,20855.88
10/13/2021,4954.96,Wednesday,13,10,2021,3804.38,0,5915.17,4210.56,2379.52,3655.73,4694.9,24660.26
10/14/2021,6651.81,Thursday,14,10,2021,4954.96,3804.38,0,5915.17,4210.56,2379.52,3655.73,24920.32
10/15/2021,16630.16,Friday,15,10,2021,6651.81,4954.96,3804.38,0,5915.17,4210.56,2379.52,27916.4
10/16/2021,41154.67,Saturday,16,10,2021,16630.16,6651.81,4954.96,3804.38,0,5915.17,4210.56,42167.04
10/17/2021,148.54,Sunday,17,10,2021,41154.67,16630.16,6651.81,4954.96,3804.38,0,5915.17,79111.15
10/18/2021,0,Monday,18,10,2021,148.54,41154.67,16630.16,6651.81,4954.96,3804.38,0,73344.52
10/19/2021,5476.46,Tuesday,19,10,2021,0,148.54,41154.67,16630.16,6651.81,4954.96,3804.38,73344.52
10/20/2021,4856.44,Wednesday,20,10,2021,5476.46,0,148.54,41154.67,16630.16,6651.81,4954.96,75016.6
10/21/2021,5793.98,Thursday,21,10,2021,4856.44,5476.46,0,148.54,41154.67,16630.16,6651.81,74918.08
10/22/2021,8844.02,Friday,22,10,2021,5793.98,4856.44,5476.46,0,148.54,41154.67,16630.16,74060.25
10/23/2021,9140.53,Saturday,23,10,2021,8844.02,5793.98,4856.44,5476.46,0,148.54,41154.67,66274.11
10/26/2021,3665.58,Tuesday,26,10,2021,9140.53,8844.02,5793.98,4856.44,5476.46,0,148.54,34259.97
10/27/2021,3621.26,Wednesday,27,10,2021,3665.58,9140.53,8844.02,5793.98,4856.44,5476.46,0,37777.01
10/28/2021,4036.04,Thursday,28,10,2021,3621.26,3665.58,9140.53,8844.02,5793.98,4856.44,5476.46,41398.27
10/29/2021,15039.83,Friday,29,10,2021,4036.04,3621.26,3665.58,9140.53,8844.02,5793.98,4856.44,39957.85
10/30/2021,32708.08,Saturday,30,10,2021,15039.83,4036.04,3621.26,3665.58,9140.53,8844.02,5793.98,50141.24
11/2/2021,4414.03,Tuesday,2,11,2021,32708.08,15039.83,4036.04,3621.26,3665.58,9140.53,8844.02,77055.34
11/3/2021,3812.99,Wednesday,3,11,2021,4414.03,32708.08,15039.83,4036.04,3621.26,3665.58,9140.53,72625.35
11/4/2021,6569.42,Thursday,4,11,2021,3812.99,4414.03,32708.08,15039.83,4036.04,3621.26,3665.58,67297.81
11/5/2021,7723.44,Friday,5,11,2021,6569.42,3812.99,4414.03,32708.08,15039.83,4036.04,3621.26,70201.65
11/6/2021,9389.35,Saturday,6,11,2021,7723.44,6569.42,3812.99,4414.03,32708.08,15039.83,4036.04,74303.83
11/8/2021,0,Monday,8,11,2021,9389.35,7723.44,6569.42,3812.99,4414.03,32708.08,15039.83,79657.14
11/9/2021,5843.68,Tuesday,9,11,2021,0,9389.35,7723.44,6569.42,3812.99,4414.03,32708.08,64617.31
11/10/2021,3573.48,Wednesday,10,11,2021,5843.68,0,9389.35,7723.44,6569.42,3812.99,4414.03,37752.91
11/11/2021,7921.5,Thursday,11,11,2021,3573.48,5843.68,0,9389.35,7723.44,6569.42,3812.99,36912.36
11/12/2021,9766.62,Friday,12,11,2021,7921.5,3573.48,5843.68,0,9389.35,7723.44,6569.42,41020.87
11/13/2021,13909.25,Saturday,13,11,2021,9766.62,7921.5,3573.48,5843.68,0,9389.35,7723.44,44218.07
11/16/2021,4190.86,Tuesday,16,11,2021,13909.25,9766.62,7921.5,3573.48,5843.68,0,9389.35,50403.88
11/17/2021,4025.45,Wednesday,17,11,2021,4190.86,13909.25,9766.62,7921.5,3573.48,5843.68,0,45205.39
11/18/2021,6474.37,Thursday,18,11,2021,4025.45,4190.86,13909.25,9766.62,7921.5,3573.48,5843.68,49230.84
11/19/2021,14975.19,Friday,19,11,2021,6474.37,4025.45,4190.86,13909.25,9766.62,7921.5,3573.48,49861.53
11/20/2021,25922.9,Saturday,20,11,2021,14975.19,6474.37,4025.45,4190.86,13909.25,9766.62,7921.5,61263.24
11/23/2021,3291.78,Tuesday,23,11,2021,25922.9,14975.19,6474.37,4025.45,4190.86,13909.25,9766.62,79264.64
11/24/2021,2588.15,Wednesday,24,11,2021,3291.78,25922.9,14975.19,6474.37,4025.45,4190.86,13909.25,72789.8
11/26/2021,3482.2,Friday,26,11,2021,2588.15,3291.78,25922.9,14975.19,6474.37,4025.45,4190.86,61468.7
11/27/2021,3112.49,Saturday,27,11,2021,3482.2,2588.15,3291.78,25922.9,14975.19,6474.37,4025.45,60760.04
11/28/2021,0,Sunday,28,11,2021,3112.49,3482.2,2588.15,3291.78,25922.9,14975.19,6474.37,59847.08
11/30/2021,6360.51,Tuesday,30,11,2021,0,3112.49,3482.2,2588.15,3291.78,25922.9,14975.19,53372.71
12/1/2021,4347.75,Wednesday,1,12,2021,6360.51,0,3112.49,3482.2,2588.15,3291.78,25922.9,44758.03
12/2/2021,4207.74,Thursday,2,12,2021,4347.75,6360.51,0,3112.49,3482.2,2588.15,3291.78,23182.88
12/3/2021,10731.87,Friday,3,12,2021,4207.74,4347.75,6360.51,0,3112.49,3482.2,2588.15,24098.84
12/4/2021,10279.21,Saturday,4,12,2021,10731.87,4207.74,4347.75,6360.51,0,3112.49,3482.2,32242.56
12/7/2021,4541.2,Tuesday,7,12,2021,10279.21,10731.87,4207.74,4347.75,6360.51,0,3112.49,39039.57
12/8/2021,2893.22,Wednesday,8,12,2021,4541.2,10279.21,10731.87,4207.74,4347.75,6360.51,0,40468.28
12/9/2021,6420.16,Thursday,9,12,2021,2893.22,4541.2,10279.21,10731.87,4207.74,4347.75,6360.51,43361.5
12/10/2021,8249.29,Friday,10,12,2021,6420.16,2893.22,4541.2,10279.21,10731.87,4207.74,4347.75,43421.15
12/11/2021,9701.3,Saturday,11,12,2021,8249.29,6420.16,2893.22,4541.2,10279.21,10731.87,4207.74,47322.69
12/13/2021,0,Monday,13,12,2021,9701.3,8249.29,6420.16,2893.22,4541.2,10279.21,10731.87,52816.25
12/14/2021,4335.84,Tuesday,14,12,2021,0,9701.3,8249.29,6420.16,2893.22,4541.2,10279.21,42084.38
12/15/2021,4045.86,Wednesday,15,12,2021,4335.84,0,9701.3,8249.29,6420.16,2893.22,4541.2,36141.01
12/16/2021,5642.08,Thursday,16,12,2021,4045.86,4335.84,0,9701.3,8249.29,6420.16,2893.22,35645.67
12/17/2021,10768.32,Friday,17,12,2021,5642.08,4045.86,4335.84,0,9701.3,8249.29,6420.16,38394.53
12/18/2021,9358.26,Saturday,18,12,2021,10768.32,5642.08,4045.86,4335.84,0,9701.3,8249.29,42742.69
12/21/2021,3270.09,Tuesday,21,12,2021,9358.26,10768.32,5642.08,4045.86,4335.84,0,9701.3,43851.66
12/22/2021,2166.52,Wednesday,22,12,2021,3270.09,9358.26,10768.32,5642.08,4045.86,4335.84,0,37420.45
12/23/2021,1926.69,Thursday,23,12,2021,2166.52,3270.09,9358.26,10768.32,5642.08,4045.86,4335.84,39586.97
12/28/2021,0,Tuesday,28,12,2021,1926.69,2166.52,3270.09,9358.26,10768.32,5642.08,4045.86,37177.82
12/29/2021,0,Wednesday,29,12,2021,0,1926.69,2166.52,3270.09,9358.26,10768.32,5642.08,33131.96
12/30/2021,2536.09,Thursday,30,12,2021,0,0,1926.69,2166.52,3270.09,9358.26,10768.32,27489.88
12/31/2021,5548.73,Friday,31,12,2021,2536.09,0,0,1926.69,2166.52,3270.09,9358.26,19257.65
1/4/2022,1762.6,Tuesday,4,1,2022,5548.73,2536.09,0,0,1926.69,2166.52,3270.09,15448.12
1/5/2022,1712.32,Wednesday,5,1,2022,1762.6,5548.73,2536.09,0,0,1926.69,2166.52,13940.63
1/6/2022,1530.45,Thursday,6,1,2022,1712.32,1762.6,5548.73,2536.09,0,0,1926.69,13486.43
1/7/2022,2651.07,Friday,7,1,2022,1530.45,1712.32,1762.6,5548.73,2536.09,0,0,13090.19
1/8/2022,4616.56,Saturday,8,1,2022,2651.07,1530.45,1712.32,1762.6,5548.73,2536.09,0,15741.26
1/10/2022,0,Monday,10,1,2022,4616.56,2651.07,1530.45,1712.32,1762.6,5548.73,2536.09,20357.82
1/11/2022,2730.75,Tuesday,11,1,2022,0,4616.56,2651.07,1530.45,1712.32,1762.6,5548.73,17821.73
1/12/2022,1962.74,Wednesday,12,1,2022,2730.75,0,4616.56,2651.07,1530.45,1712.32,1762.6,15003.75
1/13/2022,2344.81,Thursday,13,1,2022,1962.74,2730.75,0,4616.56,2651.07,1530.45,1712.32,15203.89
1/14/2022,6443.32,Friday,14,1,2022,2344.81,1962.74,2730.75,0,4616.56,2651.07,1530.45,15836.38
1/15/2022,6493.34,Saturday,15,1,2022,6443.32,2344.81,1962.74,2730.75,0,4616.56,2651.07,20749.25
1/18/2022,6465.79,Tuesday,18,1,2022,6493.34,6443.32,2344.81,1962.74,2730.75,0,4616.56,24591.52
1/19/2022,2179.33,Wednesday,19,1,2022,6465.79,6493.34,6443.32,2344.81,1962.74,2730.75,0,26440.75
1/20/2022,3592.47,Thursday,20,1,2022,2179.33,6465.79,6493.34,6443.32,2344.81,1962.74,2730.75,28620.08
1/21/2022,10538.28,Friday,21,1,2022,3592.47,2179.33,6465.79,6493.34,6443.32,2344.81,1962.74,29481.8
1/22/2022,11091.57,Saturday,22,1,2022,10538.28,3592.47,2179.33,6465.79,6493.34,6443.32,2344.81,38057.34
1/24/2022,0,Monday,24,1,2022,11091.57,10538.28,3592.47,2179.33,6465.79,6493.34,6443.32,46804.1
1/25/2022,4646.74,Tuesday,25,1,2022,0,11091.57,10538.28,3592.47,2179.33,6465.79,6493.34,40360.78
1/26/2022,4313.84,Wednesday,26,1,2022,4646.74,0,11091.57,10538.28,3592.47,2179.33,6465.79,38514.18
1/27/2022,3016.34,Thursday,27,1,2022,4313.84,4646.74,0,11091.57,10538.28,3592.47,2179.33,36362.23
1/28/2022,9074.26,Friday,28,1,2022,3016.34,4313.84,4646.74,0,11091.57,10538.28,3592.47,37199.24
1/29/2022,11439.11,Saturday,29,1,2022,9074.26,3016.34,4313.84,4646.74,0,11091.57,10538.28,42681.03
2/1/2022,3173.65,Tuesday,1,2,2022,11439.11,9074.26,3016.34,4313.84,4646.74,0,11091.57,43581.86
2/4/2022,7760.89,Friday,4,2,2022,3173.65,11439.11,9074.26,3016.34,4313.84,4646.74,0,35663.94
2/5/2022,9990.4,Saturday,5,2,2022,7760.89,3173.65,11439.11,9074.26,3016.34,4313.84,4646.74,43424.83
2/8/2022,5439.74,Tuesday,8,2,2022,9990.4,7760.89,3173.65,11439.11,9074.26,3016.34,4313.84,48768.49
2/9/2022,4048.65,Wednesday,9,2,2022,5439.74,9990.4,7760.89,3173.65,11439.11,9074.26,3016.34,49894.39
2/10/2022,3344.6,Thursday,10,2,2022,4048.65,5439.74,9990.4,7760.89,3173.65,11439.11,9074.26,50926.7
2/11/2022,10383.2,Friday,11,2,2022,3344.6,4048.65,5439.74,9990.4,7760.89,3173.65,11439.11,45197.04
2/12/2022,6834.66,Saturday,12,2,2022,10383.2,3344.6,4048.65,5439.74,9990.4,7760.89,3173.65,44141.13
2/15/2022,4050.51,Tuesday,15,2,2022,6834.66,10383.2,3344.6,4048.65,5439.74,9990.4,7760.89,47802.14
2/16/2022,5593.41,Wednesday,16,2,2022,4050.51,6834.66,10383.2,3344.6,4048.65,5439.74,9990.4,44091.76
2/17/2022,5540.6,Thursday,17,2,2022,5593.41,4050.51,6834.66,10383.2,3344.6,4048.65,5439.74,39694.77
2/18/2022,7797.21,Friday,18,2,2022,5540.6,5593.41,4050.51,6834.66,10383.2,3344.6,4048.65,39795.63
2/19/2022,9613.15,Saturday,19,2,2022,7797.21,5540.6,5593.41,4050.51,6834.66,10383.2,3344.6,43544.19
2/20/2022,0,Sunday,20,2,2022,9613.15,7797.21,5540.6,5593.41,4050.51,6834.66,10383.2,49812.74
2/22/2022,4805.13,Tuesday,22,2,2022,0,9613.15,7797.21,5540.6,5593.41,4050.51,6834.66,39429.54
2/23/2022,3144.67,Wednesday,23,2,2022,4805.13,0,9613.15,7797.21,5540.6,5593.41,4050.51,37400.01
2/24/2022,3727.98,Thursday,24,2,2022,3144.67,4805.13,0,9613.15,7797.21,5540.6,5593.41,36494.17
2/25/2022,9603.54,Friday,25,2,2022,3727.98,3144.67,4805.13,0,9613.15,7797.21,5540.6,34628.74
2/26/2022,11150.14,Saturday,26,2,2022,9603.54,3727.98,3144.67,4805.13,0,9613.15,7797.21,38691.68
2/27/2022,4.9,Sunday,27,2,2022,11150.14,9603.54,3727.98,3144.67,4805.13,0,9613.15,42044.61
3/1/2022,5713.42,Tuesday,1,3,2022,4.9,11150.14,9603.54,3727.98,3144.67,4805.13,0,32436.36
3/2/2022,4817.68,Wednesday,2,3,2022,5713.42,4.9,11150.14,9603.54,3727.98,3144.67,4805.13,38149.78
3/3/2022,7468.29,Thursday,3,3,2022,4817.68,5713.42,4.9,11150.14,9603.54,3727.98,3144.67,38162.33
3/4/2022,13126.31,Friday,4,3,2022,7468.29,4817.68,5713.42,4.9,11150.14,9603.54,3727.98,42485.95
3/5/2022,10636.17,Saturday,5,3,2022,13126.31,7468.29,4817.68,5713.42,4.9,11150.14,9603.54,51884.28
3/7/2022,0,Monday,7,3,2022,10636.17,13126.31,7468.29,4817.68,5713.42,4.9,11150.14,52916.91
3/8/2022,4380.75,Tuesday,8,3,2022,0,10636.17,13126.31,7468.29,4817.68,5713.42,4.9,41766.77
3/9/2022,3694.15,Wednesday,9,3,2022,4380.75,0,10636.17,13126.31,7468.29,4817.68,5713.42,46142.62
3/10/2022,4595.96,Thursday,10,3,2022,3694.15,4380.75,0,10636.17,13126.31,7468.29,4817.68,44123.35
3/11/2022,4872.9,Friday,11,3,2022,4595.96,3694.15,4380.75,0,10636.17,13126.31,7468.29,43901.63
3/12/2022,9462.31,Saturday,12,3,2022,4872.9,4595.96,3694.15,4380.75,0,10636.17,13126.31,41306.24
3/15/2022,3879.94,Tuesday,15,3,2022,9462.31,4872.9,4595.96,3694.15,4380.75,0,10636.17,37642.24
3/16/2022,3235.03,Wednesday,16,3,2022,3879.94,9462.31,4872.9,4595.96,3694.15,4380.75,0,30886.01
3/17/2022,2563.68,Thursday,17,3,2022,3235.03,3879.94,9462.31,4872.9,4595.96,3694.15,4380.75,34121.04
3/18/2022,2918.47,Friday,18,3,2022,2563.68,3235.03,3879.94,9462.31,4872.9,4595.96,3694.15,32303.97
3/19/2022,6597.13,Saturday,19,3,2022,2918.47,2563.68,3235.03,3879.94,9462.31,4872.9,4595.96,31528.29
3/22/2022,3477.47,Tuesday,22,3,2022,6597.13,2918.47,2563.68,3235.03,3879.94,9462.31,4872.9,33529.46
3/23/2022,3010.27,Wednesday,23,3,2022,3477.47,6597.13,2918.47,2563.68,3235.03,3879.94,9462.31,32134.03
3/24/2022,5600.25,Thursday,24,3,2022,3010.27,3477.47,6597.13,2918.47,2563.68,3235.03,3879.94,25681.99
3/25/2022,11937.91,Friday,25,3,2022,5600.25,3010.27,3477.47,6597.13,2918.47,2563.68,3235.03,27402.3
3/26/2022,15865.52,Saturday,26,3,2022,11937.91,5600.25,3010.27,3477.47,6597.13,2918.47,2563.68,36105.18
3/27/2022,0,Sunday,27,3,2022,15865.52,11937.91,5600.25,3010.27,3477.47,6597.13,2918.47,49407.02
3/28/2022,0,Monday,28,3,2022,0,15865.52,11937.91,5600.25,3010.27,3477.47,6597.13,46488.55
3/29/2022,4115.2,Tuesday,29,3,2022,0,0,15865.52,11937.91,5600.25,3010.27,3477.47,39891.42
3/30/2022,2957.87,Wednesday,30,3,2022,4115.2,0,0,15865.52,11937.91,5600.25,3010.27,40529.15
3/31/2022,6565.6,Thursday,31,3,2022,2957.87,4115.2,0,0,15865.52,11937.91,5600.25,40476.75
4/1/2022,11408.02,Friday,1,4,2022,6565.6,2957.87,4115.2,0,0,15865.52,11937.91,41442.1
4/2/2022,11683.36,Saturday,2,4,2022,11408.02,6565.6,2957.87,4115.2,0,0,15865.52,40912.21
4/5/2022,7023.48,Tuesday,5,4,2022,11683.36,11408.02,6565.6,2957.87,4115.2,0,0,36730.05
4/6/2022,3214.73,Wednesday,6,4,2022,7023.48,11683.36,11408.02,6565.6,2957.87,4115.2,0,43753.53
4/7/2022,6679.3,Thursday,7,4,2022,3214.73,7023.48,11683.36,11408.02,6565.6,2957.87,4115.2,46968.26
4/8/2022,20269.74,Friday,8,4,2022,6679.3,3214.73,7023.48,11683.36,11408.02,6565.6,2957.87,49532.36
4/9/2022,29428.51,Saturday,9,4,2022,20269.74,6679.3,3214.73,7023.48,11683.36,11408.02,6565.6,66844.23
4/12/2022,3914.99,Tuesday,12,4,2022,29428.51,20269.74,6679.3,3214.73,7023.48,11683.36,11408.02,89707.14
4/13/2022,4137.31,Wednesday,13,4,2022,3914.99,29428.51,20269.74,6679.3,3214.73,7023.48,11683.36,82214.11
4/14/2022,7330.84,Thursday,14,4,2022,4137.31,3914.99,29428.51,20269.74,6679.3,3214.73,7023.48,74668.06
4/15/2022,9196.3,Friday,15,4,2022,7330.84,4137.31,3914.99,29428.51,20269.74,6679.3,3214.73,74975.42
4/16/2022,14266.91,Saturday,16,4,2022,9196.3,7330.84,4137.31,3914.99,29428.51,20269.74,6679.3,80956.99
4/19/2022,5384.54,Tuesday,19,4,2022,14266.91,9196.3,7330.84,4137.31,3914.99,29428.51,20269.74,88544.6
4/20/2022,5204.03,Wednesday,20,4,2022,5384.54,14266.91,9196.3,7330.84,4137.31,3914.99,29428.51,73659.4
4/21/2022,6669.42,Thursday,21,4,2022,5204.03,5384.54,14266.91,9196.3,7330.84,4137.31,3914.99,49434.92
4/22/2022,6836.86,Friday,22,4,2022,6669.42,5204.03,5384.54,14266.91,9196.3,7330.84,4137.31,52189.35
4/23/2022,20494.42,Saturday,23,4,2022,6836.86,6669.42,5204.03,5384.54,14266.91,9196.3,7330.84,54888.9
4/24/2022,165.7,Sunday,24,4,2022,20494.42,6836.86,6669.42,5204.03,5384.54,14266.91,9196.3,68052.48
4/26/2022,5469.43,Tuesday,26,4,2022,165.7,20494.42,6836.86,6669.42,5204.03,5384.54,14266.91,59021.88
4/27/2022,3180.45,Wednesday,27,4,2022,5469.43,165.7,20494.42,6836.86,6669.42,5204.03,5384.54,50224.4
4/28/2022,3694.39,Thursday,28,4,2022,3180.45,5469.43,165.7,20494.42,6836.86,6669.42,5204.03,48020.31
4/29/2022,12785.71,Friday,29,4,2022,3694.39,3180.45,5469.43,165.7,20494.42,6836.86,6669.42,46510.67
4/30/2022,11930.36,Saturday,30,4,2022,12785.71,3694.39,3180.45,5469.43,165.7,20494.42,6836.86,52626.96
5/3/2022,6285.65,Tuesday,3,5,2022,11930.36,12785.71,3694.39,3180.45,5469.43,165.7,20494.42,57720.46
5/4/2022,3421.38,Wednesday,4,5,2022,6285.65,11930.36,12785.71,3694.39,3180.45,5469.43,165.7,43511.69
5/5/2022,7853.66,Thursday,5,5,2022,3421.38,6285.65,11930.36,12785.71,3694.39,3180.45,5469.43,46767.37
5/6/2022,12792.51,Friday,6,5,2022,7853.66,3421.38,6285.65,11930.36,12785.71,3694.39,3180.45,49151.6
5/7/2022,13780.63,Saturday,7,5,2022,12792.51,7853.66,3421.38,6285.65,11930.36,12785.71,3694.39,58763.66
5/10/2022,6494.4,Tuesday,10,5,2022,13780.63,12792.51,7853.66,3421.38,6285.65,11930.36,12785.71,68849.9
5/11/2022,6969.76,Wednesday,11,5,2022,6494.4,13780.63,12792.51,7853.66,3421.38,6285.65,11930.36,62558.59
5/12/2022,8314.82,Thursday,12,5,2022,6969.76,6494.4,13780.63,12792.51,7853.66,3421.38,6285.65,57597.99
5/13/2022,20731.5,Friday,13,5,2022,8314.82,6969.76,6494.4,13780.63,12792.51,7853.66,3421.38,59627.16
5/14/2022,25468.27,Saturday,14,5,2022,20731.5,8314.82,6969.76,6494.4,13780.63,12792.51,7853.66,76937.28
5/17/2022,4326.21,Tuesday,17,5,2022,25468.27,20731.5,8314.82,6969.76,6494.4,13780.63,12792.51,94551.89
